Order Date,Ship Date,State,Sales,Quantity,Discount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
2017-10-22,2017-10-24,New York,52.99,1,0.0,0.5299,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-11-13,2017-11-15,Ohio,60.864,4,0.2,9.1296,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-13,2017-11-15,Ohio,652.995,7,0.7,-935.9595,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-11-13,2017-11-15,Ohio,11.22,10,0.7,-7.48,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-10,2015-09-15,Oklahoma,14.94,3,0.0,7.0218,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-05-15,2017-05-20,Washington,39.96,2,0.0,17.1828,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-05-15,2017-05-20,Washington,42.624,2,0.2,4.2624,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-05-15,2017-05-20,Washington,220.96,1,0.2,24.858,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,2015-07-10,North Carolina,4.928,2,0.2,0.7392,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-07-05,2015-07-10,North Carolina,7.23,5,0.7,-5.784,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-15,2015-08-19,California,323.1,2,0.0,61.389,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-06-12,2017-06-18,New York,19.04,4,0.0,9.3296,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-12,2017-06-18,New York,13.128,3,0.2,4.2666,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-12,2017-06-18,New York,64.14,3,0.0,16.6764,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-12,2017-06-18,New York,858.24,4,0.1,143.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,2015-02-25,Arkansas,29.99,1,0.0,2.999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-29,2016-12-30,Illinois,186.048,6,0.2,67.4424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-17,2016-04-21,North Carolina,36.792,1,0.2,4.1391,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-17,2016-04-21,North Carolina,18.624,8,0.2,6.2856,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-09-07,2014-09-12,Oklahoma,57.69,3,0.0,23.6529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-09-07,2014-09-12,Oklahoma,42.81,3,0.0,20.1207,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-07,2014-09-12,Oklahoma,12.96,2,0.0,6.2208,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-09-07,2014-09-12,Oklahoma,821.88,6,0.0,213.6888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-09-07,2014-09-12,Oklahoma,104.85,3,0.0,28.3095,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-09-26,2016-10-01,California,424.9575,5,0.15,19.998,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-09-21,Utah,10.776,3,0.2,3.5022,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-09-21,Utah,11.784,3,0.2,4.2717,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-09-21,Utah,164.88,3,0.0,80.7912,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-09-17,2017-09-21,Utah,1292.94,3,0.0,77.5764,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-09-21,Utah,25.584,2,0.2,8.9544,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,2017-09-21,Utah,261.74,2,0.0,65.435,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-09-17,2017-09-21,Utah,14.4,5,0.0,7.056,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-16,2016-08-20,California,10.86,3,0.0,5.1042,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-12-24,2015-12-28,Arizona,883.84,4,0.2,99.432,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-11-28,2017-12-02,New York,1979.89,11,0.0,494.9725,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-11-28,2017-12-02,New York,79.96,2,0.0,35.982,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-04-14,2017-04-15,Missouri,8.76,2,0.0,4.2048,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,2016-05-04,Tennessee,3.984,1,0.2,1.2948,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-05-01,2016-05-04,Tennessee,370.62,3,0.4,-142.071,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-05-01,2016-05-04,Tennessee,2.742,2,0.7,-2.0108,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,2016-10-01,Texas,79.512,3,0.2,20.8719,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,2016-10-01,Texas,28.352,1,0.2,9.5688,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-08-25,2015-08-30,California,40.784,1,0.2,4.5882,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-08-25,2015-08-30,California,105.96,4,0.0,29.6688,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-09,2014-09-12,Massachusetts,166.44,3,0.0,79.8912,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-09-09,2014-09-12,Massachusetts,785.88,6,0.0,212.1876,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-09-09,2014-09-12,Massachusetts,26.2,2,0.0,12.838,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-09-09,2014-09-12,Massachusetts,1325.85,5,0.0,238.653,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-03,2017-12-03,California,166.44,3,0.0,79.8912,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-11-27,2017-12-02,North Carolina,8.76,5,0.2,0.7665,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-27,2017-12-02,North Carolina,43.584,1,0.2,4.3584,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,2014-06-21,Colorado,11.088,7,0.7,-8.1312,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,2014-06-21,Colorado,25.164,2,0.7,-16.776,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,2017-01-27,Michigan,14.4,5,0.0,7.056,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,2017-01-27,Michigan,619.95,5,0.0,111.591,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,2017-01-27,Michigan,89.52,4,0.0,42.0744,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,2017-01-27,Michigan,350.973,3,0.1,152.0883,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-21,2017-01-27,Michigan,164.99,1,0.0,49.497,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-06-29,2017-07-06,California,312.552,9,0.2,101.5794,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-06,2016-09-11,North Carolina,95.952,3,0.2,29.985,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-09-06,2016-09-11,North Carolina,3.204,2,0.7,-2.4564,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-04,2016-08-05,Illinois,3.98,5,0.8,-6.567,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12,2015-11-14,California,15.7,5,0.0,7.065,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-06-30,2014-07-02,Illinois,5.248,4,0.2,1.64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-04,2017-12-08,Pennsylvania,5.346,3,0.7,-4.455,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-28,2016-09-02,Colorado,15.48,3,0.2,5.6115,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-28,2016-09-02,Colorado,108.576,3,0.2,8.1432,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-22,2016-01-28,Washington,109.9,5,0.0,37.366,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-10-15,2014-10-20,Florida,15.384,1,0.2,4.0383,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-02-07,2016-02-09,Ohio,30.352,2,0.2,10.6232,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-03-18,2014-03-23,Florida,821.3,4,0.5,-16.426,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-03-18,2014-03-23,Florida,22638.48,6,0.5,-1811.0784,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-03-18,2014-03-23,Florida,21.376,4,0.2,7.4816,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-03-18,2014-03-23,Florida,8.016,3,0.2,1.002,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,2014-03-23,Florida,30.768,2,0.2,8.0766,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-03-18,2014-03-23,Florida,18.936,3,0.2,5.9175,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-03-18,2014-03-23,Florida,122.352,3,0.2,15.294,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-24,2014-05-30,Maryland,116.28,3,0.0,56.9772,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-07-11,2017-07-13,New York,132.6,6,0.0,17.238,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-16,2017-06-21,New Mexico,16.68,2,0.0,4.3368,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-06-16,2017-06-21,New Mexico,19.44,3,0.0,9.3312,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-06-16,2017-06-21,New Mexico,192.16,4,0.0,92.2368,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-01-30,2015-02-06,California,227.36,7,0.0,81.8496,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-01-30,2015-02-06,California,1919.976,3,0.2,215.9973,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-12-11,2015-12-15,Florida,12.828,2,0.7,-8.9796,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-09,2017-10-11,Ohio,45.888,4,0.2,9.1776,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-07-29,2017-08-01,New York,60.12,9,0.0,22.2444,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,2014-04-29,North Carolina,302.376,3,0.2,37.797,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-12-01,2015-12-06,Washington,13.9,5,0.0,5.56,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-04,2014-12-08,New York,129.98,2,0.0,62.3904,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-26,2017-09-01,Georgia,71.98,2,0.0,15.1158,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-07,2014-09-13,New York,377.97,3,0.0,109.6113,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-12-21,2017-12-27,California,124.36,2,0.0,33.5772,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-12-06,2014-12-08,Texas,23.976,3,0.6,-14.3856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-11-04,2014-11-08,North Carolina,8.376,3,0.2,2.7222,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-11-04,2014-11-08,North Carolina,58.24,5,0.2,5.096,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,2016-04-19,Virginia,81.2,5,0.0,12.18,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-10-04,2014-10-08,California,14.45,5,0.0,6.7915,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-10-04,2014-10-08,California,95.648,2,0.2,31.0856,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-07,2017-11-13,Pennsylvania,359.97,5,0.4,-71.994,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-11-07,2017-11-13,Pennsylvania,350.352,4,0.4,-140.1408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-22,2017-12-24,Ohio,1.641,1,0.7,-1.3128,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,2017-12-24,Ohio,629.958,7,0.4,94.4937,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-13,2017-02-19,Washington,6.63,3,0.0,1.7901,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-13,2017-02-19,Washington,799.96,4,0.0,343.9828,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-13,2017-02-19,Washington,107.53,1,0.0,21.506,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-07-02,2014-07-06,New Jersey,73.98,2,0.0,19.9746,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-02,2014-07-06,New Jersey,5.58,1,0.0,2.1762,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,2015-02-23,New Mexico,49.12,4,0.0,23.0864,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-11-13,2015-11-19,Delaware,377.97,3,0.0,94.4925,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-11-13,2015-11-19,Delaware,42.28,7,0.0,19.8716,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-11-13,2015-11-19,Delaware,299.97,3,0.0,56.9943,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,2015-11-19,Delaware,89.98,2,0.0,43.1904,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-04-16,2017-04-18,Alabama,477.24,4,0.0,9.5448,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-04-16,2017-04-18,Alabama,25.98,2,0.0,1.5588,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,2016-02-27,Ohio,46.72,5,0.2,17.52,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-11-04,2014-11-08,California,35.34,2,0.0,13.4292,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-06-20,2015-06-25,California,257.64,6,0.0,100.4796,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-06-20,2015-06-25,California,125.976,3,0.2,47.241,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-08-07,2017-08-11,North Carolina,79.992,1,0.2,21.9978,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,2014-05-17,Massachusetts,700.056,3,0.3,-130.0104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-11-22,2015-11-26,Texas,27.168,4,0.2,-1.3584,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04,2015-12-08,Florida,8.226,3,0.7,-6.0324,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-08,2014-06-14,Washington,585.552,3,0.2,73.194,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-08-08,2014-08-11,California,423.28,11,0.0,110.0528,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-26,2014-05-30,California,225.296,2,0.2,22.5296,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,2015-04-21,California,5.56,2,0.0,2.224,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,2015-04-21,California,323.37,3,0.0,129.348,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,2015-04-21,California,783.96,5,0.2,68.5965,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-04-17,2015-04-21,California,1447.65,5,0.0,419.8185,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,2015-04-21,California,11.96,2,0.0,5.8604,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-11,2016-06-13,New York,239.97,3,0.0,71.991,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,2016-03-15,Georgia,76.92,4,0.0,31.5372,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-03-11,2016-03-15,Georgia,481.32,4,0.0,125.1432,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-26,2014-05-29,Utah,48.4,5,0.0,23.232,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-10-12,2017-10-14,California,0.99,1,0.0,0.4356,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-12,2017-10-14,California,101.84,5,0.2,36.917,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-22,2017-06-28,Pennsylvania,10.332,3,0.7,-7.5768,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-22,2017-06-28,Pennsylvania,31.155,5,0.7,-23.8855,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-22,2017-06-28,Pennsylvania,8.928,2,0.2,0.6696,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-01-15,2017-01-18,Pennsylvania,34.384,1,0.2,3.8682,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,2017-01-18,Pennsylvania,1924.16,8,0.2,312.676,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,2015-04-07,Texas,32.192,2,0.8,-80.48,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,2015-04-07,Texas,50.12,7,0.2,-0.6265,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,2015-04-07,Texas,47.976,3,0.2,1.7991,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-03,2016-09-10,Wisconsin,54.5,5,0.0,14.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-12-10,2017-12-12,Florida,19.104,3,0.2,5.7312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-22,2016-11-26,Michigan,49.44,3,0.0,24.2256,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-11,2017-11-18,Ohio,10.368,2,0.2,3.6288,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-10-21,2016-10-25,California,154.44,3,0.0,1.5444,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-12-21,2015-12-25,Colorado,60.984,7,0.2,4.5738,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-17,2015-07-19,California,195.466,2,0.15,-13.7976,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-30,2017-05-05,Florida,23.68,8,0.2,6.216,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-04-30,2017-05-05,Florida,2.376,3,0.2,0.7425,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-06,2017-05-08,New York,59.2,4,0.0,29.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-11-20,2017-11-27,Minnesota,22.0,10,0.0,9.68,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,2016-11-16,Michigan,257.98,2,0.0,74.8142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-11-05,2016-11-10,Pennsylvania,23.988,2,0.4,-15.992,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-10-09,2016-10-15,Ohio,23.976,4,0.4,-15.5844,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015-09-21,2015-09-23,California,601.536,4,0.2,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
